price,brand,model,year,mileage,color,state
2700,ford,door,2012,98470,blue,texas
30977,ford,doors,2015,28937,competition orange,pennsylvania
13799,ford,doors,2015,83693,red,new jersey
20500,ford,srw,2014,90888,white,arizona
8500,ford,drw,2012,216942,white,texas
9900,ford,door,2015,205796,white,florida
65500,ford,srw,2019,6500,black,indiana
24500,ford,wagon,2018,39943,white,florida
32500,ford,explorer,2020,5920,silver,missouri
9200,ford,fusion,2018,71478,blue,pennsylvania
17700,ford,door,2017,119520,silver,pennsylvania
18300,ford,fusion,2020,10882,white,california
43500,ford,srw,2019,29010,gray,illinois
15200,ford,door,2016,69003,white,pennsylvania
36200,ford,srw,2019,16207,no_color,illinois
21900,ford,mustang,2018,29748,red,new jersey
20700,ford,wagon,2019,25582,white,california
12300,ford,fusion,2019,24520,gray,california
4200,ford,door,2016,104383,blue,pennsylvania
19500,ford,transit,2019,34164,white,california
14300,ford,fusion,2020,6975,silver,california
13700,ford,van,2016,67150,white,pennsylvania
13200,ford,door,2015,100820,white,pennsylvania
6200,ford,door,2014,142286,white,pennsylvania
6500,ford,door,2015,60015,black,pennsylvania
1500,ford,door,2013,126381,gray,pennsylvania
2200,ford,door,2013,128753,black,pennsylvania
4200,ford,door,2013,0,no_color,pennsylvania
8700,ford,van,2013,64598,white,pennsylvania
3200,ford,door,2012,111532,black,pennsylvania
9000,ford,door,2012,149346,black,pennsylvania
20000,ford,edge,2018,43567,silver,illinois
33000,ford,door,2017,36004,white,texas
23300,ford,f-150,2019,10935,white,south carolina
8750,ford,van,2017,150484,white,illinois
11975,ford,door,2012,122014,white,texas
23600,ford,transit,2019,19363,white,south carolina
12000,ford,explorer,2016,42902,black,texas
30900,ford,f-150,2018,401,red,indiana
23900,ford,transit,2019,11077,white,south carolina
40400,ford,f-150,2018,34100,black,indiana
38000,ford,srw,2019,30018,white,minnesota
27000,ford,flex,2019,18279,white,illinois
24000,ford,transit,2019,7373,white,south carolina
30000,ford,ranger,2019,2590,gray,wisconsin
16200,ford,fusion,2019,41662,white,south carolina
30000,ford,flex,2019,15019,gray,wisconsin
23900,ford,transit,2019,9420,white,south carolina
13800,ford,taurus,2018,41864,white,missouri
23700,ford,transit,2019,16829,white,south carolina
24300,ford,f-150,2018,6290,gray,illinois
54900,ford,srw,2019,14393,black,nevada
22500,ford,taurus,2018,14599,white,wisconsin
39000,ford,f-150,2018,25839,gray,illinois
13900,ford,escape,2018,60715,gray,wisconsin
24700,ford,explorer,2018,23350,red,illinois
20100,ford,transit,2018,62386,white,california
22000,ford,mustang,2018,6248,red,illinois
38200,ford,mustang,2019,878,green,florida
24400,ford,transit,2018,49710,white,california
35000,ford,mustang,2018,2042,blue,illinois
18600,ford,flex,2019,7742,white,florida
22700,ford,transit,2018,39733,white,california
38000,ford,f-150,2018,33701,black,illinois
17000,ford,door,2014,67542,red,illinois
17500,ford,escape,2017,35095,gray,wisconsin
23200,ford,f-150,2019,8652,white,michigan
30700,ford,explorer,2017,51107,red,wisconsin
23500,ford,transit,2019,14987,white,michigan
26400,ford,edge,2017,28252,blue,wisconsin
23500,ford,transit,2019,16009,white,michigan
38000,ford,door,2017,47866,white,wisconsin
23600,ford,transit,2019,11004,white,michigan
19300,ford,edge,2017,42895,gray,wisconsin
23200,ford,f-150,2019,9490,white,michigan
13800,ford,door,2017,39027,no_color,wisconsin
23600,ford,transit,2019,13466,white,michigan
23200,ford,f-150,2019,8737,white,michigan
40000,ford,door,2017,23960,red,wisconsin
23400,ford,f-150,2019,5562,white,michigan
23600,ford,transit,2019,13763,white,michigan
23000,ford,f-150,2019,10444,white,michigan
25500,ford,door,2017,41696,black,wisconsin
23500,ford,transit,2019,15787,white,michigan
29900,ford,door,2017,9167,white,wisconsin
23200,ford,transit,2019,17541,white,michigan
50500,ford,f-150,2017,24686,silver,wisconsin
23400,ford,transit,2019,15210,white,michigan
24500,ford,transit,2017,54601,white,wisconsin
49000,ford,mustang,2017,2205,black,illinois
25400,ford,transit,2017,35691,white,wisconsin
23000,ford,flex,2017,32788,silver,illinois
6000,ford,door,2012,180471,gray,minnesota
22400,ford,edge,2016,42925,black,wisconsin
22500,ford,edge,2016,37385,black,wisconsin
25200,ford,edge,2019,15415,gray,virginia
36000,ford,door,2016,20047,white,wisconsin
26700,ford,edge,2019,16884,black,virginia
30500,ford,door,2016,57936,gray,wisconsin
26700,ford,edge,2019,15244,black,virginia
25000,ford,edge,2019,19842,gray,virginia
35200,ford,door,2016,38830,white,wisconsin
30300,ford,f-150,2019,31899,white,tennessee
25000,ford,door,2016,69305,no_color,illinois
26500,ford,door,2016,46098,red,wisconsin
21600,ford,mustang,2019,29457,gray,virginia
18800,ford,edge,2016,30765,no_color,wisconsin
21500,ford,mustang,2019,29096,red,virginia
9000,ford,door,2016,40437,no_color,new jersey
16700,ford,cutaway,2015,69004,white,wisconsin
16800,ford,cutaway,2015,65179,white,wisconsin
15700,ford,cutaway,2015,75862,white,wisconsin
16800,ford,cutaway,2015,68319,white,wisconsin
19500,ford,door,2015,80354,gray,wisconsin
20500,ford,door,2015,51441,black,wisconsin
17400,ford,cutaway,2015,70954,white,wisconsin
17500,ford,door,2014,92500,red,wisconsin
26000,ford,door,2014,66367,silver,illinois
56700,ford,f-150,2019,13884,white,kentucky
5000,ford,door,2013,202565,no_color,wisconsin
40200,ford,f-150,2019,26484,no_color,kentucky
54000,ford,door,2013,703,red,illinois
65200,ford,max,2019,18138,white,kentucky
32500,ford,srw,2017,28007,white,minnesota
25500,ford,transit,2019,11251,white,illinois
63000,ford,srw,2019,11640,no_color,illinois
44000,ford,srw,2019,10763,white,illinois
70000,ford,drw,2019,9643,no_color,illinois
56200,ford,srw,2019,33930,gray,kentucky
35000,ford,srw,2019,26451,white,wisconsin
57700,ford,srw,2019,21101,red,kentucky
74000,ford,drw,2019,10536,no_color,illinois
60200,ford,srw,2019,31744,white,kentucky
60000,ford,srw,2018,18062,black,illinois
63000,ford,srw,2018,17942,black,illinois
22500,ford,door,2014,43646,black,wisconsin
8300,ford,energi,2014,71989,gray,wisconsin
8300,ford,door,2012,138328,white,wisconsin
21000,ford,door,2013,95386,brown,wisconsin
19300,ford,fusion,2019,23740,black,mississippi
16400,ford,fusion,2019,36064,gray,alabama
27300,ford,f-150,2019,18805,gray,mississippi
26400,ford,cab,2012,151035,white,wisconsin
35100,ford,mustang,2019,10099,red,mississippi
41500,ford,f-150,2018,9800,black,new jersey
34100,ford,mustang,2019,10483,white,mississippi
28600,ford,f-150,2019,17544,no_color,california
34100,ford,mustang,2019,10167,red,mississippi
28700,ford,ranger,2019,11457,gray,california
24700,ford,edge,2019,26590,no_color,california
46500,ford,expedition,2019,35346,black,california
29000,ford,f-150,2019,12953,black,california
25500,ford,edge,2019,26693,silver,california
39500,ford,f-150,2019,25071,yellow,california
33100,ford,f-150,2019,33538,yellow,california
30500,ford,f-150,2019,9915,gray,california
3600,ford,fiesta,2018,1,silver,arizona
16800,ford,fusion,2019,9910,red,california
24000,ford,f-150,2019,16765,gray,texas
58500,ford,expedition,2019,4970,gray,california
55000,ford,door,2017,43964,black,texas
28800,ford,f-150,2019,40785,silver,california
26800,ford,door,2015,108998,white,new jersey
36000,ford,max,2018,58576,gray,wisconsin
20000,ford,wagon,2018,55475,white,wisconsin
46700,ford,drw,2019,35929,black,alabama
42800,ford,srw,2019,21669,silver,alabama
21800,ford,mustang,2018,16079,no_color,california
18800,ford,mustang,2018,41147,white,california
18800,ford,flex,2018,45798,black,california
30200,ford,f-150,2018,21703,red,california
27500,ford,explorer,2018,22284,black,california
37500,ford,transit,2018,24567,white,california
19100,ford,mustang,2018,30594,silver,california
17100,ford,flex,2018,52747,white,california
13500,ford,escape,2018,21592,silver,florida
54500,ford,srw,2018,19853,blue,california
9000,ford,fiesta,2018,25201,gray,florida
16400,ford,f-150,2020,10351,black,pennsylvania
17000,ford,fusion,2020,1117,gray,pennsylvania
24800,ford,door,2017,37279,gold,california
26800,ford,door,2017,30113,red,california
19400,ford,door,2017,27570,white,california
20000,ford,flex,2017,45188,silver,california
7000,ford,door,2012,149712,silver,texas
25100,ford,explorer,2017,25030,gold,california
2000,ford,door,2013,105743,gray,oklahoma
18200,ford,fusion,2020,9861,black,pennsylvania
14200,ford,fusion,2018,1751,red,illinois
56500,ford,door,2017,30629,red,california
2000,ford,door,2016,52883,gray,oklahoma
26500,ford,van,2020,122,white,pennsylvania
34300,ford,srw,2019,28534,white,florida
43500,ford,f-150,2017,80699,black,california
3500,ford,door,2016,72851,white,oklahoma
37200,ford,srw,2019,24078,white,florida
12800,ford,door,2017,38639,orange,california
15000,ford,door,2013,146807,silver,texas
12500,ford,door,2017,31871,silver,california
21500,ford,f-150,2017,76876,gray,california
17300,ford,fusion,2019,28070,white,north carolina
27000,ford,explorer,2017,3189,silver,california
31800,ford,el,2017,28359,white,florida
13000,ford,door,2017,42890,gray,california
31800,ford,el,2017,29328,silver,florida
46300,ford,door,2016,47531,black,california
6000,ford,door,2015,57345,gray,missouri
22800,ford,door,2016,67546,silver,california
45000,ford,expedition,2019,18153,white,pennsylvania
49500,ford,expedition,2019,17689,black,pennsylvania
3000,ford,van,2012,137171,white,missouri
20000,ford,door,2015,63445,gray,california
25300,ford,edge,2019,26422,black,pennsylvania
4000,ford,door,2015,149319,white,south carolina
45500,ford,expedition,2019,18767,gray,pennsylvania
9100,ford,fiesta,2018,38289,silver,minnesota
48000,ford,expedition,2019,22960,black,pennsylvania
47000,ford,max,2019,17263,blue,pennsylvania
49500,ford,expedition,2019,16981,black,pennsylvania
31200,ford,wagon,2019,13058,black,pennsylvania
18500,ford,door,2014,45887,white,california
15500,ford,escape,2019,21740,silver,pennsylvania
30500,ford,wagon,2019,17707,black,pennsylvania
45500,ford,max,2019,19121,silver,pennsylvania
31500,ford,wagon,2019,18856,black,pennsylvania
11000,ford,door,2013,84752,white,new jersey
46500,ford,max,2019,19555,white,pennsylvania
31500,ford,wagon,2019,16340,black,pennsylvania
32000,ford,f-150,2018,17242,white,ohio
23900,ford,edge,2019,28733,black,pennsylvania
31500,ford,wagon,2019,16019,black,pennsylvania
18500,ford,taurus,2016,75580,black,ohio
1500,ford,door,2013,113444,white,georgia
46000,ford,max,2019,19227,white,pennsylvania
31500,ford,wagon,2019,13633,black,pennsylvania
14700,ford,van,2015,37739,white,new jersey
2700,ford,door,2013,103541,green,michigan
47500,ford,expedition,2019,24072,blue,pennsylvania
31500,ford,wagon,2019,17657,black,pennsylvania
8900,ford,door,2014,77392,red,new jersey
7000,ford,door,2019,11930,white,michigan
49000,ford,expedition,2019,19731,red,pennsylvania
31500,ford,wagon,2019,15581,black,pennsylvania
8900,ford,door,2014,70181,black,new jersey
48000,ford,max,2019,16143,black,pennsylvania
50000,ford,max,2019,17995,black,pennsylvania
47300,ford,max,2019,23926,black,pennsylvania
45000,ford,f-150,2017,57929,black,louisiana
49000,ford,max,2019,20758,silver,pennsylvania
40200,ford,f-150,2019,10028,gray,texas
48000,ford,max,2019,21051,black,pennsylvania
5000,ford,door,2015,136307,silver,louisiana
8200,ford,bus,2013,105880,silver,new jersey
49000,ford,max,2019,19985,white,pennsylvania
4000,ford,door,2015,102590,gray,louisiana
39000,ford,expedition,2019,27612,silver,pennsylvania
29000,ford,door,2015,90855,white,louisiana
46500,ford,max,2019,19936,silver,pennsylvania
7805,ford,door,2015,64495,gray,louisiana
22000,ford,mustang,2018,39477,gray,texas
18800,ford,max,2019,25698,black,pennsylvania
33000,ford,door,2015,73849,blue,louisiana
39500,ford,expedition,2019,25422,black,pennsylvania
16900,ford,door,2015,47866,black,louisiana
42500,ford,max,2019,31236,white,pennsylvania
39500,ford,expedition,2019,26755,gray,pennsylvania
25500,ford,f-150,2018,49177,blue,illinois
49500,ford,max,2019,20749,white,pennsylvania
25000,ford,f-150,2018,15003,white,illinois
40000,ford,f-150,2019,12247,black,pennsylvania
26000,ford,f-150,2018,1,black,illinois
29500,ford,f-150,2019,10808,silver,pennsylvania
23000,ford,f-150,2019,11263,white,oklahoma
25500,ford,f-150,2018,42307,black,illinois
44500,ford,f-150,2019,17484,gray,pennsylvania
15600,ford,escape,2019,37106,blue,missouri
23100,ford,f-150,2019,9539,white,oklahoma
37000,ford,f-150,2019,2384,gray,pennsylvania
14500,ford,fusion,2019,20590,gray,missouri
23000,ford,f-150,2019,13896,white,oklahoma
26500,ford,f-150,2019,9451,gray,pennsylvania
18000,ford,fusion,2017,31657,red,missouri
35700,ford,expedition,2019,33907,brown,oklahoma
31000,ford,f-150,2019,10028,black,pennsylvania
2000,ford,door,2013,175640,no_color,missouri
40400,ford,max,2019,30770,white,oklahoma
43600,ford,f-150,2019,15141,black,pennsylvania
22600,ford,f-150,2019,18431,white,oklahoma
26000,ford,f-150,2019,9604,white,pennsylvania
23200,ford,f-150,2019,9516,white,oklahoma
29000,ford,f-150,2019,9718,silver,pennsylvania
22800,ford,f-150,2019,16506,white,oklahoma
3450,ford,door,2015,192108,white,oregon
31000,ford,f-150,2019,11028,white,pennsylvania
22900,ford,f-150,2019,11313,white,oklahoma
3000,ford,door,2014,141595,red,oregon
28000,ford,f-150,2019,12886,silver,pennsylvania
23200,ford,f-150,2019,9556,white,oklahoma
27000,ford,f-150,2019,13269,blue,pennsylvania
22800,ford,f-150,2019,16770,white,oklahoma
31500,ford,f-150,2019,13526,red,pennsylvania
23400,ford,transit,2019,16391,white,oklahoma
28000,ford,f-150,2019,11437,white,pennsylvania
23400,ford,transit,2019,17964,white,oklahoma
28000,ford,f-150,2018,5440,blue,texas
24900,ford,f-150,2019,13035,white,pennsylvania
23500,ford,transit,2019,15759,white,oklahoma
36000,ford,f-150,2018,30002,gray,texas
28700,ford,f-150,2019,13673,white,pennsylvania
16000,ford,fusion,2018,24480,silver,oregon
31000,ford,f-150,2019,13230,white,pennsylvania
16500,ford,f-150,2017,137789,white,oregon
28500,ford,f-150,2019,13516,white,pennsylvania
10800,ford,escape,2017,81660,black,oregon
28500,ford,f-150,2019,11763,white,pennsylvania
25000,ford,explorer,2017,34165,gold,oregon
31000,ford,f-150,2019,13458,white,pennsylvania
7800,ford,door,2016,104867,black,oregon
28500,ford,f-150,2019,14004,white,pennsylvania
9500,ford,door,2016,69829,silver,oregon
28500,ford,f-150,2019,13405,silver,pennsylvania
14500,ford,door,2016,96151,black,oregon
25000,ford,f-150,2019,12688,black,pennsylvania
14500,ford,door,2016,116519,white,oregon
28500,ford,f-150,2019,12260,white,pennsylvania
12100,ford,door,2016,29367,silver,oregon
29400,ford,f-150,2019,18982,white,pennsylvania
24700,ford,f-150,2019,23795,silver,california
8700,ford,door,2016,76572,gray,oregon
29500,ford,f-150,2019,15964,white,pennsylvania
25800,ford,f-150,2019,28117,silver,california
17500,ford,door,2016,116730,blue,oregon
23900,ford,f-150,2019,21055,brown,pennsylvania
22900,ford,f-150,2019,27794,black,california
19500,ford,edge,2016,56995,black,oregon
29500,ford,f-150,2019,16625,gray,pennsylvania
24500,ford,f-150,2019,27689,gray,california
11000,ford,door,2016,39851,black,oregon
22400,ford,f-150,2019,31727,black,pennsylvania
15700,ford,escape,2019,31586,gray,california
11000,ford,door,2015,33717,black,oregon
28000,ford,f-150,2019,18418,black,pennsylvania
13500,ford,fusion,2019,39013,black,california
7300,ford,f-150,2013,125451,white,oregon
25100,ford,f-150,2019,21346,black,pennsylvania
24100,ford,transit,2019,21150,white,california
6500,ford,f-150,2014,103862,white,oregon
10500,ford,f-150,2019,22001,red,pennsylvania
16900,ford,fusion,2019,31261,gray,california
6000,ford,door,2013,140870,white,oregon
28500,ford,f-150,2019,14358,white,pennsylvania
16200,ford,fusion,2019,41672,silver,california
6500,ford,f-150,2013,95655,white,oregon
24500,ford,flex,2019,19493,gray,pennsylvania
16500,ford,fusion,2019,36956,black,california
56500,ford,door,2017,23223,gold,texas
10400,ford,fusion,2019,13085,gray,pennsylvania
22800,ford,explorer,2018,36124,silver,oklahoma
26500,ford,flex,2019,19147,white,pennsylvania
23800,ford,flex,2019,24993,red,pennsylvania
24700,ford,f-150,2018,41127,white,oklahoma
12400,ford,fusion,2019,32365,black,pennsylvania
16600,ford,fusion,2019,27774,white,pennsylvania
11200,ford,door,2015,105027,blue,oklahoma
15900,ford,fusion,2019,27806,silver,pennsylvania
7700,ford,door,2015,54198,blue,oklahoma
15100,ford,fusion,2019,30181,white,pennsylvania
7200,ford,door,2013,82670,black,oklahoma
15600,ford,fusion,2019,36305,gold,pennsylvania
39700,ford,srw,2019,10475,white,oklahoma
16000,ford,fusion,2019,34734,gray,pennsylvania
7500,ford,door,2012,186713,black,oklahoma
15500,ford,srw,2017,132150,white,oregon
19000,ford,taurus,2019,12928,gray,pennsylvania
5500,ford,door,2015,116539,silver,oklahoma
38700,ford,drw,2018,59549,white,oklahoma
21000,ford,taurus,2019,12174,red,pennsylvania
28500,ford,door,2016,96129,white,oklahoma
37200,ford,drw,2018,89809,white,oklahoma
18500,ford,taurus,2019,18202,white,pennsylvania
15000,ford,door,2015,128505,white,oklahoma
37700,ford,drw,2017,43527,white,oklahoma
22200,ford,transit,2019,15792,white,pennsylvania
39950,ford,f-150,2019,9278,white,georgia
37600,ford,drw,2017,41925,white,oklahoma
18500,ford,taurus,2019,16924,white,pennsylvania
10000,ford,door,2013,119869,silver,florida
20500,ford,taurus,2019,17260,silver,pennsylvania
5700,ford,door,2013,89490,white,florida
21000,ford,transit,2019,40772,white,pennsylvania
22500,ford,transit,2019,25623,white,pennsylvania
29000,ford,f-150,2019,11669,white,colorado
13200,ford,door,2013,138524,black,florida
25500,ford,transit,2019,13644,white,pennsylvania
25700,ford,door,2016,147935,white,texas
18900,ford,doors,2015,44456,charcoal,new york
31500,ford,wagon,2019,20357,black,pennsylvania
45500,ford,door,2017,66366,black,florida
11000,ford,door,2017,43532,gray,pennsylvania
18288,ford,doors,2015,45218,gray,new york
20000,ford,door,2017,85688,white,florida
36600,ford,door,2016,58902,white,pennsylvania
18299,ford,doors,2015,59869,silver,pennsylvania
10000,ford,escape,2017,35021,silver,colorado
4100,ford,door,2012,100264,silver,pennsylvania
30995,ford,door,2015,157057,off-white,texas
1750,ford,door,2012,181316,black,minnesota
31500,ford,wagon,2019,23222,black,pennsylvania
13500,ford,door,2016,87686,white,colorado
7500,ford,door,2014,162918,blue,texas
650,ford,door,2017,0,black,california
22800,ford,wagon,2019,32526,white,pennsylvania
11300,ford,door,2016,69402,white,colorado
32700,ford,door,2014,76336,white,texas
1350,ford,door,2012,163334,white,virginia
21900,ford,wagon,2019,47628,white,pennsylvania
11700,ford,door,2014,135283,orange,texas
6500,ford,door,2014,147903,white,georgia
9800,ford,door,2014,74181,black,colorado
11000,ford,door,2014,77386,white,texas
1150,ford,door,2014,123349,red,georgia
13000,ford,cutaway,2013,136661,white,colorado
5500,ford,door,2013,109600,silver,texas
6000,ford,door,2014,125369,black,massachusetts
11200,ford,door,2013,122861,blue,texas
5000,ford,door,2016,110826,gray,massachusetts
23400,ford,f-150,2019,12198,white,missouri
13500,ford,door,2019,45512,red,massachusetts
22900,ford,f-150,2019,15656,white,missouri
20000,ford,fusion,2020,23984,silver,virginia
22900,ford,f-150,2019,15821,white,missouri
27000,ford,mustang,2020,12748,red,virginia
54500,ford,expedition,2019,9865,blue,oklahoma
20600,ford,fusion,2020,17858,black,virginia
23500,ford,f-150,2019,6711,white,missouri
53000,ford,expedition,2019,14939,blue,oklahoma
23600,ford,transit,2019,15820,white,missouri
33500,ford,wagon,2019,6140,silver,oklahoma
24400,ford,edge,2019,25552,gray,virginia
13000,ford,focus,2016,54984,black,west virginia
48400,ford,max,2019,24783,black,virginia
26500,ford,door,2014,148442,silver,west virginia
46200,ford,max,2019,34191,white,virginia
9300,ford,door,2013,82072,silver,west virginia
13500,ford,door,2012,104559,white,west virginia
27600,ford,edge,2019,13265,silver,virginia
7400,ford,door,2013,133314,red,west virginia
26500,ford,edge,2019,22458,gray,virginia
26000,ford,door,2013,70106,white,west virginia
24500,ford,edge,2019,23712,black,virginia
2100,ford,door,2012,101848,red,west virginia
16700,ford,ecosport,2019,14994,black,virginia
17500,ford,edge,2015,59726,gray,missouri
17000,ford,escape,2019,16448,gray,virginia
22500,ford,door,2015,28801,black,oklahoma
34500,ford,f-150,2019,28938,gray,michigan
16600,ford,ecosport,2019,19022,black,virginia
7500,ford,door,2014,93832,silver,missouri
34500,ford,f-150,2019,25046,white,michigan
25000,ford,edge,2019,22318,black,virginia
36000,ford,f-150,2019,17301,gray,michigan
23700,ford,edge,2019,27413,gray,virginia
28600,ford,explorer,2019,39733,silver,michigan
23500,ford,door,2013,74195,brown,oklahoma
25300,ford,explorer,2019,44383,silver,michigan
24900,ford,flex,2019,19151,white,virginia
20300,ford,f-750,2012,188394,white,missouri
23400,ford,fusion,2020,2452,gray,michigan
14600,ford,fusion,2019,36252,silver,virginia
25500,ford,f-150,2019,27136,silver,virginia
14700,ford,fusion,2019,35951,white,virginia
33700,ford,f-150,2019,35221,white,virginia
33400,ford,f-150,2019,33808,gray,virginia
34000,ford,f-150,2019,32022,black,michigan
17500,ford,fusion,2019,34173,white,virginia
14100,ford,fusion,2019,24272,white,michigan
30000,ford,f-150,2019,19055,black,virginia
16500,ford,fusion,2019,34822,red,michigan
30600,ford,f-150,2019,15422,gray,virginia
12800,ford,ecosport,2019,24765,silver,nevada
26000,ford,wagon,2019,23019,white,virginia
46000,ford,max,2019,38243,black,texas
28500,ford,ranger,2019,16509,white,virginia
24300,ford,edge,2019,18762,silver,nevada
29000,ford,explorer,2019,28854,no_color,texas
15300,ford,escape,2019,17392,black,nevada
27900,ford,mustang,2019,13558,white,new mexico
24700,ford,edge,2019,27082,black,nevada
14400,ford,escape,2019,17510,black,texas
15000,ford,ecosport,2019,24662,white,nevada
17200,ford,door,2014,96076,black,florida
12800,ford,ecosport,2019,22858,white,nevada
46900,ford,explorer,2020,740,gray,virginia
2800,ford,door,2013,110748,gray,florida
16200,ford,escape,2019,25090,black,nevada
25200,ford,escape,2020,7,black,virginia
34800,ford,max,2019,34277,silver,nevada
52000,ford,srw,2019,34527,white,texas
26000,ford,door,2017,99923,white,texas
40600,ford,expedition,2019,39170,white,nevada
55000,ford,srw,2019,16569,no_color,texas
5000,ford,door,2015,80612,black,texas
36400,ford,max,2019,36616,black,nevada
7500,ford,door,2015,92165,white,texas
14700,ford,escape,2019,44778,silver,nevada
43900,ford,explorer,2020,2089,no_color,south carolina
6400,ford,door,2013,91652,red,texas
41100,ford,expedition,2019,35801,silver,nevada
23000,ford,door,2013,88781,white,texas
13900,ford,escape,2019,36978,blue,nevada
19000,ford,door,2012,189776,white,texas
34800,ford,max,2019,35233,white,nevada
22000,ford,door,2012,151641,white,texas
16300,ford,escape,2019,37044,white,nevada
18800,ford,escape,2019,15835,green,virginia
13000,ford,cab,2012,201187,white,texas
40900,ford,max,2019,41928,black,nevada
47000,ford,expedition,2019,37059,gray,virginia
12800,ford,door,2017,33763,red,wisconsin
25500,ford,explorer,2019,29850,gray,nevada
17800,ford,escape,2019,26675,black,virginia
25700,ford,f-150,2019,17828,black,nevada
17200,ford,escape,2019,29632,white,virginia
35000,ford,srw,2019,11544,white,new jersey
28800,ford,f-150,2019,21976,white,nevada
39200,ford,max,2019,43617,black,tennessee
13600,ford,escape,2019,49254,gray,pennsylvania
24200,ford,f-150,2019,51589,black,nevada
46900,ford,max,2019,41399,gray,virginia
26500,ford,f-150,2019,11734,gray,pennsylvania
24700,ford,explorer,2019,41628,silver,nevada
12600,ford,focus,2017,15075,gray,new jersey
31800,ford,f-150,2019,26591,red,nevada
24500,ford,f-150,2019,22906,white,nevada
26000,ford,f-150,2019,33462,white,virginia
21000,ford,f-150,2017,32747,gray,pennsylvania
22500,ford,f-150,2019,33717,white,nevada
7700,ford,door,2017,85218,black,pennsylvania
23100,ford,f-150,2019,23512,red,nevada
9200,ford,door,2017,57853,white,pennsylvania
19600,ford,mustang,2019,33324,gray,nevada
11700,ford,door,2016,23803,black,pennsylvania
27300,ford,mustang,2019,31260,blue,nevada
14300,ford,edge,2016,69428,white,pennsylvania
23600,ford,transit,2019,15755,white,nevada
6200,ford,door,2016,90946,gray,pennsylvania
22400,ford,wagon,2019,51370,white,nevada
5700,ford,door,2016,99941,black,pennsylvania
23600,ford,transit,2019,15456,white,nevada
4600,ford,door,2016,141603,gray,pennsylvania
37500,ford,srw,2019,2382,silver,nevada
10700,ford,van,2016,99544,white,pennsylvania
31900,ford,srw,2019,21546,black,nevada
31600,ford,mustang,2019,16293,black,georgia
12600,ford,escape,2018,40375,gray,nevada
5300,ford,door,2013,143191,gray,pennsylvania
3900,ford,fiesta,2018,363,blue,nevada
13000,ford,edge,2015,59656,gray,florida
11800,ford,ecosport,2018,37878,black,nevada
24600,ford,edge,2019,20628,black,georgia
14500,ford,door,2014,71205,black,florida
24300,ford,explorer,2018,26186,silver,nevada
12300,ford,fusion,2018,38157,white,nevada
14800,ford,door,2016,30325,blue,new jersey
17100,ford,mustang,2018,31561,silver,nevada
6800,ford,door,2016,66655,no_color,new jersey
20300,ford,explorer,2018,19029,blue,connecticut
26300,ford,f-150,2018,11739,silver,new york
22500,ford,door,2016,50423,silver,nevada
41200,ford,srw,2019,25638,gray,tennessee
20400,ford,door,2017,59798,gray,florida
49900,ford,drw,2019,5035,black,virginia
12100,ford,escape,2017,32284,silver,new york
24000,ford,door,2016,40371,blue,florida
9500,ford,escape,2017,107569,white,new york
9000,ford,door,2017,96451,silver,new jersey
9800,ford,escape,2017,94851,white,new jersey
7800,ford,door,2017,108727,silver,connecticut
17200,ford,f-150,2017,91979,white,new york
18800,ford,explorer,2017,76258,gray,new york
9800,ford,door,2014,147574,white,california
7000,ford,door,2013,104764,gray,florida
44000,ford,max,2019,16934,gray,nevada
23400,ford,transit,2019,13822,white,texas
30700,ford,transit,2019,5250,white,texas
15600,ford,escape,2019,33451,black,south carolina
22600,ford,f-150,2019,14291,white,texas
22900,ford,f-150,2019,16725,white,south carolina
22800,ford,f-150,2019,13002,white,texas
22700,ford,f-150,2019,18902,white,south carolina
23000,ford,f-150,2019,9732,white,texas
22700,ford,f-150,2019,18947,white,south carolina
23000,ford,f-150,2019,8402,white,north carolina
34400,ford,f-150,2019,17450,gray,south carolina
36500,ford,srw,2016,53986,gray,nevada
23100,ford,f-150,2019,15848,white,south carolina
23300,ford,f-150,2019,10770,white,south carolina
22600,ford,f-150,2019,14587,white,north carolina
4500,ford,door,2016,98625,gray,mississippi
23000,ford,f-150,2019,10916,white,north carolina
8000,ford,door,2014,107173,white,mississippi
11500,ford,fiesta,2019,10134,silver,north carolina
9400,ford,door,2017,43056,no_color,south carolina
23000,ford,f-150,2019,10655,white,north carolina
2800,ford,door,2012,173601,black,california
22600,ford,transit,2019,14231,white,north carolina
23000,ford,transit,2019,8985,white,north carolina
5200,ford,door,2016,84338,black,south carolina
19200,ford,door,2017,104290,gray,texas
10100,ford,door,2017,45592,red,texas
6200,ford,door,2015,103960,black,south carolina
14000,ford,explorer,2016,110333,white,texas
5000,ford,door,2015,138516,gray,south carolina
9200,ford,door,2016,49094,red,texas
14700,ford,door,2016,97526,black,texas
3000,ford,door,2014,87420,silver,south carolina
30200,ford,door,2015,67052,red,texas
3800,ford,door,2013,58913,black,south carolina
3200,ford,door,2013,999999,silver,south carolina
21500,ford,van,2015,14482,no_color,texas
4900,ford,door,2016,57084,white,california
23000,ford,expedition,2017,90251,silver,colorado
11200,ford,door,2014,97320,no_color,texas
10400,ford,door,2014,80652,white,california
13200,ford,door,2014,99816,black,texas
5200,ford,door,2013,115429,silver,texas
10500,ford,door,2015,85549,red,new jersey
11900,ford,bus,2013,83030,white,california
21200,ford,door,2014,130168,white,texas
23500,ford,door,2013,80090,white,california
